Name	Currency
MAX FINANCIAL SERVICES LTD	INR
INFOSYS LTD-SP ADR	USD
TATA CONSULTANCY SVCS LTD	INR
INFOSYS LTD	INR
HCL TECHNOLOGIES LTD	INR
TECH MAHINDRA LTD	INR
WIPRO LTD	INR
VAKRANGEE LTD	INR
ECLERX SERVICES LTD	INR
WIPRO LTD-ADR	USD
MINDTREE LTD	INR
INFO EDGE INDIA LTD	INR
ORACLE FINANCIAL SERVICES	INR
MPHASIS LTD	INR
HEXAWARE TECHNOLOGIES LTD	INR
PERSISTENT SYSTEMS LTD	INR
JUST DIAL LTD	INR
KPIT TECHNOLOGIES LTD	INR
ROLTA INDIA LTD	INR
REDINGTON INDIA LTD	INR
MARUTI SUZUKI INDIA LTD	INR
MAHINDRA & MAHINDRA LTD	INR
TATA MOTORS LTD	INR
HERO MOTOCORP LTD	INR
MOTHERSON SUMI SYSTEMS LTD	INR
BAJAJ AUTO LTD	INR
BOSCH LTD	INR
TATA MOTORS LTD-A-DVR	INR
BHARAT FORGE LTD	INR
TVS MOTOR CO LTD	INR
MRF LTD	INR
BALKRISHNA INDUSTRIES LTD	INR
APOLLO TYRES LTD	INR
CEAT LTD	INR
WABCO INDIA LTD	INR
EXIDE INDUSTRIES LTD	INR
MAHINDRA CIE AUTOMOTIVE LTD	INR
TUBE INVESTMENTS OF INDIA LT	INR
AMTEK AUTO LTD	INR
TITAN CO LTD	INR
RAJESH EXPORTS LTD	INR
CROMPTON GREAVES CONSUMER EL	INR
PAGE INDUSTRIES LTD	INR
ARVIND LTD	INR
WHIRLPOOL OF INDIA LTD	INR
SYMPHONY LTD	INR
RAYMOND LTD	INR
WELSPUN INDIA LTD	INR
ADITYA BIRLA FASHION AND RET	INR
SRF LTD	INR
SINTEX INDUSTRIES LTD	INR
VIDEOCON INDUSTRIES LTD	INR
ZEE ENTERTAINMENT ENTERPRISE	INR
SUN TV NETWORK LTD	INR
PVR LTD	INR
TV18 BROADCAST LTD	INR
DISH TV INDIA LTD	INR
DEN NETWORKS LTD	INR
JUBILANT FOODWORKS LTD	INR
COX AND KINGS LTD	INR
INDIAN HOTELS CO LTD	INR
THOMAS COOK (INDIA) LTD	INR
FUTURE RETAIL LTD	INR
MAKEMYTRIP LTD	USD
PC JEWELLER LTD	INR
RELIANCE INDS-SPONS GDR 144A	USD
RELIANCE INDUSTRIES LTD	INR
OIL & NATURAL GAS CORP LTD	INR
BHARAT PETROLEUM CORP LTD	INR
INDIAN OIL CORP LTD	INR
COAL INDIA LTD	INR
HINDUSTAN PETROLEUM CORP	INR
OIL INDIA LTD	INR
PETRONET LNG LTD	INR
MANGALORE REFINERY & PETRO	INR
GREAT EASTERN SHIPPING CO	INR
GUJARAT MINERAL DEV CORP LTD	INR
VEDANTA LTD	INR
GRASIM INDUSTRIES LTD	INR
ULTRATECH CEMENT LTD	INR
ASIAN PAINTS LTD	INR
JSW STEEL LTD	INR
HINDALCO INDUSTRIES LTD	INR
UPL LTD	INR
AMBUJA CEMENTS LTD	INR
TATA STEEL LTD	INR
SHREE CEMENT LTD	INR
PIDILITE INDUSTRIES LTD	INR
NMDC LTD	INR
JINDAL STEEL & POWER LTD	INR
STEEL AUTHORITY OF INDIA	INR
ACC LTD	INR
KANSAI NEROLAC PAINTS LTD	INR
BERGER PAINTS INDIA LTD	INR
HINDUSTAN ZINC LTD	INR
PI INDUSTRIES LTD	INR
DALMIA BHARAT LTD	INR
RAMCO CEMENTS LTD/THE	INR
COROMANDEL INTERNATIONAL LTD	INR
VEDANTA RESOURCES PLC	GBp
NATIONAL ALUMINIUM CO LTD	INR
SUPREME INDUSTRIES LTD	INR
CENTURY TEXTILES & INDS LTD	INR
CASTROL INDIA LTD	INR
BAYER CROPSCIENCE LTD	INR
JINDAL SAW LTD	INR
GUJARAT FLUOROCHEMICALS LTD	INR
CHAMBAL FERTILISERS & CHEM	INR
WELSPUN CORP LTD	INR
INDIA CEMENTS LTD	INR
HINDUSTAN UNILEVER LTD	INR
GODREJ CONSUMER PRODUCTS LTD	INR
DABUR INDIA LTD	INR
MARICO LTD	INR
COLGATE PALMOLIVE (INDIA)	INR
GILLETTE INDIA LTD	INR
EMAMI LTD	INR
BAJAJ CORP LTD	INR
ITC LTD	INR
UNITED SPIRITS LTD	INR
NESTLE INDIA LTD	INR
BRITANNIA INDUSTRIES LTD	INR
GLAXOSMITHKLINE CONSUMER HEA	INR
UNITED BREWERIES LTD	INR
KRBL LTD	INR
TATA GLOBAL BEVERAGES LTD	INR
MCLEOD RUSSEL INDIA LTD	INR
BALRAMPUR CHINI MILLS LTD	INR
SHREE RENUKA SUGARS LTD	INR
KAVERI SEED CO LTD	INR
VARUN BEVERAGES LTD	INR
RADICO KHAITAN LTD	INR
BAJAJ HINDUSTHAN SUGAR LTD	INR
AVENUE SUPERMARTS LTD	INR
LARSEN & TOUBRO LTD	INR
EICHER MOTORS LTD	INR
ASHOK LEYLAND LTD	INR
HAVELLS INDIA LTD	INR
SIEMENS LTD	INR
VOLTAS LTD	INR
SADBHAV ENGINEERING LTD	INR
KAJARIA CERAMICS LTD	INR
NBCC INDIA LTD	INR
BHARAT HEAVY ELECTRICALS	INR
NCC LTD	INR
BHARAT ELECTRONICS LTD	INR
ABB INDIA LTD	INR
ADANI ENTERPRISES LTD	INR
SUZLON ENERGY LTD	INR
AIA ENGINEERING LTD	INR
JAIN IRRIGATION SYSTEMS LTD	INR
CG POWER AND INDUSTRIAL SOLU	INR
ENGINEERS INDIA LTD	INR
GMR INFRASTRUCTURE LTD	INR
ESCORTS LTD	INR
CUMMINS INDIA LTD	INR
IRB INFRASTRUCTURE DEVELOPER	INR
GODREJ INDUSTRIES LTD	INR
JAIPRAKASH ASSOCIATES LTD	INR
GE T&D INDIA LTD	INR
AMARA RAJA BATTERIES LTD	INR
THERMAX LTD	INR
SINTEX PLASTICS TECHNOLOGY L	INR
HINDUSTAN CONSTRUCTION CO	INR
GE POWER INDIA LTD	INR
ADANI PORTS AND SPECIAL ECON	INR
CONTAINER CORP OF INDIA LTD	INR
JET AIRWAYS INDIA LTD	INR
BLUE DART EXPRESS LTD	INR
INTERGLOBE AVIATION LTD	INR
GUJARAT PIPAVAV PORT LTD	INR
SHIPPING CORP OF INDIA LTD	INR
GATEWAY DISTRIPARKS LTD	INR
SUN PHARMACEUTICAL INDUS	INR
PIRAMAL ENTERPRISES LTD	INR
CIPLA LTD	INR
LUPIN LTD	INR
DR. REDDY'S LABORATORIES	INR
AUROBINDO PHARMA LTD	INR
CADILA HEALTHCARE LTD	INR
ALKEM LABORATORIES LTD	INR
NATCO PHARMA LTD	INR
GLENMARK PHARMACEUTICALS LTD	INR
DIVI'S LABORATORIES LTD	INR
BIOCON LTD	INR
JUBILANT LIFE SCIENCES LTD	INR
TORRENT PHARMACEUTICALS LTD	INR
PFIZER LIMITED	INR
SANOFI INDIA LTD	INR
AJANTA PHARMA LTD	INR
GLAXOSMITHKLINE PHARMACEUTIC	INR
STRIDES SHASUN LTD	INR
SUN PHARMA ADVANCED RESEARCH	INR
IPCA LABORATORIES LTD	INR
LAURUS LABS LTD	INR
SYNGENE INTERNATIONAL LTD	INR
WOCKHARDT LTD	INR
ALEMBIC PHARMACEUTICALS LTD	INR
MARKSANS PHARMA LTD	INR
APOLLO HOSPITALS ENTERPRISE	INR
FORTIS HEALTHCARE LTD	INR
DR LAL PATHLABS LTD	INR
NTPC LTD	INR
GAIL INDIA LTD	INR
POWER GRID CORP OF INDIA LTD	INR
TATA POWER CO LTD	INR
CESC LTD	INR
NHPC LTD	INR
RELIANCE INFRASTRUCTURE LTD	INR
INDRAPRASTHA GAS LTD	INR
JSW ENERGY LTD	INR
GUJARAT STATE PETRONET LTD	INR
GUJARAT GAS LTD	INR
ADANI POWER LTD	INR
PTC INDIA LTD	INR
ADANI TRANSMISSION  LTD	INR
MAHANAGAR GAS LTD	INR
TORRENT POWER LTD	INR
VA TECH WABAG LTD	INR
RATTANINDIA POWER LTD	INR
BHARTI AIRTEL LTD	INR
BHARTI INFRATEL LTD	INR
IDEA CELLULAR LTD	INR
TATA COMMUNICATIONS LTD	INR
RELIANCE COMMUNICATIONS LTD	INR
DLF LTD	INR
INDIABULLS REAL ESTATE LTD	INR
OBEROI REALTY LTD	INR
HOUSING DEVELOPMENT & INFRAS	INR
PRESTIGE ESTATES PROJECTS	INR
GODREJ PROPERTIES LTD	INR
SOBHA LTD	INR
UNITECH LTD	INR
BANCO SANTANDER SA	EUR
BANCO BILBAO VIZCAYA ARGENTA	EUR
CAIXABANK S.A	EUR
BANCO DE SABADELL SA	EUR
BANCO SANTANDER SA-SPON ADR	USD
BANKINTER SA	EUR
BANKIA SA	EUR
LIBERBANK SA	EUR
MAPFRE SA	EUR
GRUPO CATALANA OCCIDENTE SA	EUR
BOLSAS Y MERCADOS ESPANOLES	EUR
CORPORACION FINANCIERA ALBA	EUR
IBERDROLA SA	EUR
RED ELECTRICA CORPORACION SA	EUR
GAS NATURAL SDG SA	EUR
ENDESA SA	EUR
ACCIONA SA	EUR
EDP RENOVAVEIS SA	EUR
ATLANTICA YIELD PLC	USD
ABERTIS INFRAESTRUCTURAS SA	EUR
AENA SME SA	EUR
CIA DE DISTRIBUCION INTEGRAL	EUR
FERROVIAL SA	EUR
ACS ACTIVIDADES CONS Y SERV	EUR
SIEMENS GAMESA RENEWABLE ENE	EUR
ZARDOYA OTIS SA	EUR
FOMENTO DE CONSTRUC Y CONTRA	EUR
SACYR SA	EUR
OBRASCON HUARTE LAIN S.A.	EUR
CONSTRUCC Y AUX DE FERROCARR	EUR
PROSEGUR COMP SEGURIDAD	EUR
APPLUS SERVICES SA	EUR
PROSEGUR CASH SA	EUR
INDUSTRIA DE DISENO TEXTIL	EUR
CIE AUTOMOTIVE SA	EUR
NH HOTEL GROUP SA	EUR
MELIA HOTELS INTERNATIONAL	EUR
CODERE SA	EUR
MEDIASET ESPANA COMUNICACION	EUR
ATRESMEDIA CORP DE MEDIOS DE	EUR
PROMOTORA DE INFORMACIONES-A	EUR
NEINOR HOMES SA	EUR
TELEFONICA SA	EUR
CELLNEX TELECOM SAU	EUR
EUSKALTEL SA	EUR
LET'S GOWEX S.A	EUR
AMADEUS IT GROUP SA	EUR
INDRA SISTEMAS SA	EUR
REPSOL SA	EUR
ENAGAS SA	EUR
TECNICAS REUNIDAS SA	EUR
GRIFOLS SA	EUR
GRIFOLS SA - B	EUR
FAES FARMA SA	EUR
ALMIRALL SA	EUR
PHARMA MAR SA	EUR
MERLIN PROPERTIES SOCIMI SA	EUR
INMOBILIARIA COLONIAL SOCIMI	EUR
HISPANIA ACTIVOS INMOBILIARI	EUR
AXIARE PATRIMONIO SOCIMI SA	EUR
VISCOFAN SA	EUR
EBRO FOODS SA	EUR
DISTRIBUIDORA INTERNACIONAL	EUR
ACERINOX SA	EUR
ENCE ENERGIA Y CELULOSA SA	EUR
PAPELES Y CARTONES DE EUROPA	EUR
VOLVO AB-B SHS	SEK
ASSA ABLOY AB-B	SEK
SANDVIK AB	SEK
SKF AB-B SHARES	SEK
SKANSKA AB-B SHS	SEK
ALFA LAVAL AB	SEK
TRELLEBORG AB-B SHS	SEK
NIBE INDUSTRIER AB-B SHS	SEK
INDUTRADE AB	SEK
AHLSELL AB	SEK
PEAB AB	SEK
SAAB AB-B	SEK
NCC AB-B SHS	SEK
LIFCO AB-B SHS	SEK
SWECO AB-B SHS	SEK
INVESTMENT AB LATOUR-B SHS	SEK
LINDAB INTERNATIONAL AB	SEK
HALDEX AB	SEK
NCC AB-A SHS	SEK
SECURITAS AB-B SHS	SEK
LOOMIS AB-B	SEK
INTRUM JUSTITIA AB	SEK
AF AB-B SHS	SEK
BRAVIDA HOLDING AB	SEK
SAS AB	SEK
SAS AB-PREF	SEK
NORDEA BANK AB	SEK
SWEDBANK AB - A SHARES	SEK
SVENSKA HANDELSBANKEN-A SHS	SEK
SKANDINAVISKA ENSKILDA BAN-A	SEK
COLLECTOR AB	SEK
	
INVESTOR AB-B SHS	SEK
KINNEVIK AB - B	SEK
INDUSTRIVARDEN AB-A SHS	SEK
INDUSTRIVARDEN AB-C SHS	SEK
LUNDBERGS AB-B SHS	SEK
AVANZA BANK HOLDING AB	SEK
INVESTMENT AB ORESUND	SEK
RATOS AB-B SHS	SEK
MELKER SCHORLING AB	SEK
RESURS HOLDING AB	SEK
BURE EQUITY AB	SEK
HENNES & MAURITZ AB-B SHS	SEK
BILIA AB-A SHS	SEK
CLAS OHLSON AB-B SHS	SEK
MEKONOMEN AB	SEK
ELECTROLUX AB-SER B	SEK
HUSQVARNA AB-B SHS	SEK
THULE GROUP AB/THE	SEK
JM AB	SEK
BONAVA AB-B SHARES	SEK
NOBIA AB	SEK
BONAVA AB	SEK
AUTOLIV INC	USD
DOMETIC GROUP AB	SEK
BETSSON AB	SEK
SCANDIC HOTELS GROUP AB	SEK
PANDOX AB	SEK
SKISTAR AB	SEK
MODERN TIMES GROUP-B SHS	SEK
ERICSSON LM-B SHS	SEK
HEXAGON AB-B SHS	SEK
MYCRONIC AB	SEK
FINGERPRINT CARDS AB-B	SEK
ESSITY AKTIEBOLAG-B	SEK
SWEDISH MATCH AB	SEK
AAK AB	SEK
CLOETTA AB-B SHS	SEK
ICA GRUPPEN AB	SEK
AXFOOD AB	SEK
BOLIDEN AB	SEK
SVENSKA CELLULOSA AB SCA-B	SEK
HOLMEN AB-B SHARES	SEK
BILLERUDKORSNAS AB	SEK
SSAB AB - B SHARES	SEK
HEXPOL AB	SEK
SSAB AB-A SHARES	SEK
CASTELLUM AB	SEK
FABEGE AB	SEK
FASTIGHETS AB BALDER-B SHRS	SEK
WIHLBORGS FASTIGHETER AB	SEK
WALLENSTAM AB-B SHS	SEK
HUFVUDSTADEN AB-A SHS	SEK
KUNGSLEDEN AB	SEK
HEMFOSA FASTIGHETER AB	SEK
HEMFOSA FASTIGHETER AB-PREF	SEK
KLOVERN AB-B SHS	SEK
KLOVERN AB-PREF	SEK
ATRIUM LJUNGBERG AB-B SHS	SEK
	
TELIA CO AB	SEK
TELE2 AB-B SHS	SEK
COM HEM HOLDING AB	SEK
GETINGE AB-B SHS	SEK
ELEKTA AB-B SHS	SEK
ATTENDO AB	SEK
ARJO AB - B SHARES	SEK
SWEDISH ORPHAN BIOVITRUM AB	SEK
VITROLIFE AB	SEK
LUNDIN PETROLEUM AB	SEK
NASPERS LTD-N SHS	ZAr
WOOLWORTHS HOLDINGS LTD	ZAr
MR PRICE GROUP LTD	ZAr
IMPERIAL HOLDINGS LTD	ZAr
THE FOSCHINI GROUP LTD	ZAr
TRUWORTHS INTERNATIONAL LTD	ZAr
SUPER GROUP LTD	ZAr
CASHBUILD LTD	ZAr
LEWIS GROUP LTD	ZAr
TSOGO SUN HOLDINGS LTD	ZAr
ADVTECH LTD	ZAr
CURRO HOLDINGS LTD	ZAr
FAMOUS BRANDS LTD	ZAr
CITY LODGE HOTELS LTD	ZAr
SUN INTERNATIONAL LTD	ZAr
STADIO HOLDINGS PTY LTD	ZAr
STEINHOFF INTERNATIONAL H NV	EUR
STEINHOFF AFRICA RETAIL LTD	ZAr
METAIR INVESTMENTS LTD	ZAr
FIRSTRAND LTD	ZAr
REMGRO LTD	ZAr
INVESTEC PLC	GBp
RMB HOLDINGS LTD	ZAr
INVESTEC LTD	ZAr
PSG GROUP LTD	ZAr
CORONATION FUND MANAGERS LTD	ZAr
JSE LTD	ZAr
ZEDER INVESTMENTS LTD	ZAr
ALEXANDER FORBES GROUP HOLDI	ZAr
PEREGRINE HOLDINGS LTD	ZAr
SANDOWN CAPITAL PTY LTD	ZAr
STANDARD BANK GROUP LTD	ZAr
BARCLAYS AFRICA GROUP LTD	ZAr
CAPITEC BANK HOLDINGS LTD	ZAr
NEDBANK GROUP LTD	ZAr
SANLAM LTD	ZAr
DISCOVERY LTD	ZAr
RAND MERCHANT INVESTMENT HOL	ZAr
MMI HOLDINGS LTD	ZAr
LIBERTY HOLDINGS LTD	ZAr
SANTAM LTD	ZAr
SASOL LTD	ZAr
MONDI PLC	GBp
ANGLOGOLD ASHANTI LTD	ZAr
SAPPI LIMITED	ZAr
GOLD FIELDS LTD	ZAr
MONDI LTD	ZAr
SIBANYE GOLD LTD	ZAr
IMPALA PLATINUM HOLDINGS LTD	ZAr
ANGLO AMERICAN PLATINUM LTD	ZAr
NORTHAM PLATINUM LTD	ZAr
KUMBA IRON ORE LTD	ZAr
AFRICAN RAINBOW MINERALS LTD	ZAr
ASSORE LTD	ZAr
PPC LTD	ZAr
NAMPAK LTD	ZAr
OMNIA HOLDINGS LTD	ZAr
AECI LTD	ZAr
PETRA DIAMONDS LTD	GBp
HARMONY GOLD MINING CO LTD	ZAr
MPACT LTD	ZAr
MERAFE RESOURCES LTD	ZAr
DRDGOLD LTD	ZAr
ARCELORMITTAL SOUTH AFRICA	ZAr
ROYAL BAFOKENG PLATINUM LTD	ZAr
SHOPRITE HOLDINGS LTD	ZAr
BID CORP LTD	ZAr
CLICKS GROUP LTD	ZAr
SPAR GROUP LIMITED/THE	ZAr
PICK N PAY STORES LTD	ZAr
MASSMART HOLDINGS LTD	ZAr
DIS-CHEM PHARMACIES PTY LTD	ZAr
TIGER BRANDS LTD	ZAr
AVI LTD	ZAr
PIONEER FOODS GROUP LTD	ZAr
TONGAAT HULETT LTD	ZAr
ASTRAL FOODS LTD	ZAr
OCEANA GROUP LTD	ZAr
CLOVER INDUSTRIES LTD	ZAr
MTN GROUP LTD	ZAr
VODACOM GROUP LTD	ZAr
TELKOM SA SOC LTD	ZAr
GROWTHPOINT PROPERTIES LTD	ZAr
REDEFINE PROPERTIES LTD	ZAr
RESILIENT REIT LTD	ZAr
FORTRESS REIT LTD-B	ZAr
HYPROP INVESTMENTS LTD	ZAr
FORTRESS REIT LTD-A	ZAr
VUKILE PROPERTY FUND LTD	ZAr
SA CORPORATE REAL ESTATE LTD	ZAr
ATTACQ LTD	ZAr
ARROWHEAD PROPERTIES LTD	ZAr
REBOSIS PROPERTY FUND LTD	ZAr
EMIRA PROPERTY FUND LTD	ZAr
DELTA PROPERTY FUND LTD	ZAr
MEDICLINIC INTERNATIONAL PLC	GBp
LIFE HEALTHCARE GROUP HOLDIN	ZAr
NETCARE LTD	ZAr
ASPEN PHARMACARE HOLDINGS LT	ZAr
ASCENDIS HEALTH LTD	ZAr
ADCOCK INGRAM HOLDINGS LTD	ZAr
BIDVEST GROUP LTD	ZAr
BARLOWORLD LTD	ZAr
KAP INDUSTRIAL HOLDINGS LTD	ZAr
REUNERT LTD	ZAr
WILSON BAYLY HOLMES-OVCON	ZAr
TRENCOR LTD	ZAr
MURRAY & ROBERTS HOLDINGS	ZAr
HOSKEN CONS INVESTMENTS LTD	ZAr
INVICTA HOLDINGS LTD	ZAr
HUDACO INDUSTRIES LTD	ZAr
RAUBEX GROUP LTD	ZAr
GROUP FIVE LTD	ZAr
AVENG LTD	ZAr
CONSOLIDATED INFRASTRUCTURE	ZAr
BLUE LABEL TELECOMS LTD	ZAr
ADCORP HOLDINGS LTD	ZAr
NOVUS HOLDINGS LTD	ZAr
GRINDROD LTD	ZAr
EXXARO RESOURCES LTD	ZAr
DATATEC LTD	ZAr
ALVIVA HOLDINGS LTD	ZAr
EOH HOLDINGS LTD	ZAr
ITAU UNIBANCO HOLDING S-PREF	BRL
BANCO BRADESCO-ADR	USD
ITAU UNIBANCO H-SPON PRF ADR	USD
ITAUSA-INVESTIMENTOS ITAU-PR	BRL
BANCO BRADESCO SA-PREF	BRL
BANCO DO BRASIL S.A.	BRL
BANCO BRADESCO S.A.	BRL
BANCO SANTANDER  BRASIL-UNIT	BRL
BANCO ESTADO RIO GRAN-PREF B	BRL
B3 SA-BRASIL BOLSA BALCAO	BRL
BANCO BTG PACTUAL SA-UNIT	BRL
PPLA PARTICIPATIONS LTD	BRL
BB SEGURIDADE PARTICIPACOES	BRL
SUL AMERICA SA - UNITS	BRL
PORTO SEGURO SA	BRL
WIZ SOLUCOES E CORRETAGEM DE	BRL
VALE SA-SP ADR	USD
VALE SA	BRL
KLABIN SA - UNIT	BRL
FIBRIA CELULOSE SA	BRL
GERDAU SA-PREF	BRL
SUZANO PAPEL E CELULOSE SA	BRL
BRASKEM SA-PREF A	BRL
BRADESPAR SA -PREF	BRL
GERDAU SA -SPON ADR	USD
USINAS SIDER MINAS GER-PF A	BRL
METALURGICA GERDAU SA-PREF	BRL
CIA SIDERURGICA NACL-SP ADR	USD
CIA SIDERURGICA NACIONAL SA	BRL
DURATEX SA	BRL
MAGNESITA REFRATARIOS SA	BRL
AMBEV SA-ADR	USD
AMBEV SA	BRL
BRF SA	BRL
JBS SA	BRL
M DIAS BRANCO SA	BRL
SAO MARTINHO SA	BRL
MARFRIG GLOBAL FOODS SA	BRL
MINERVA SA	BRL
SLC AGRICOLA SA	BRL
RAIA DROGASIL SA	BRL
CIA BRASILEIRA DE DIS-PREF	BRL
ATACADAO DISTRIBUICAO COMERC	BRL
NATURA COSMETICOS SA	BRL
PETROBRAS - PETROLEO BRAS-PR	BRL
PETROBRAS - PETROLEO BRAS	BRL
ULTRAPAR PARTICIPACOES SA	BRL
PETROLEO BRASILEIRO-SPON ADR	USD
COSAN SA INDUSTRIA COMERCIO	BRL
PETROLEO BRASIL-SP PREF  ADR	USD
COSAN LTD-CLASS A SHARES	USD
QGEP PARTICIPACOES SA	BRL
LOJAS RENNER S.A.	BRL
LOJAS AMERICANAS SA-PREF	BRL
MAGAZINE LUIZA SA	BRL
LOJAS AMERICANAS SA	BRL
CIA HERING	BRL
VIA VAREJO SA	BRL
B2W CIA DIGITAL	BRL
MARISA LOJAS SA	BRL
KROTON EDUCACIONAL SA	BRL
ESTACIO PARTICIPACOES SA	BRL
CVC BRASIL OPERADORA E AGENC	BRL
ANIMA HOLDING SA	BRL
SER EDUCACIONAL SA	BRL
MRV ENGENHARIA	BRL
CYRELA BRAZIL REALTY SA EMP	BRL
AREZZO INDUSTRIA E COMERCIO	BRL
ALPARGATAS SA - PREF	BRL
EZ TEC EMPREENDIMENTOS E PAR	BRL
GRENDENE SA	BRL
GUARARAPES CONFECCOES SA	BRL
DIRECIONAL ENGENHARIA SA	BRL
EVEN CONSTRUTORA E INCORPORA	BRL
	
CONSTRUTORA TENDA SA	BRL
SMILES FIDELIDADE SA	BRL
MULTIPLUS SA	BRL
TUPY SA	BRL
MAHLE-METAL LEVE SA	BRL
CCR SA	BRL
RUMO SA	BRL
LOCALIZA RENT A CAR	BRL
ECORODOVIAS INFRA E LOG SA	BRL
GOL LINHAS AEREAS INT SA-PRE	BRL
MOVIDA PARTICIPACOES SA	BRL
PRUMO LOGISTICA SA	BRL
SANTOS BRASIL PARTICIPACOES	BRL
JSL SA	BRL
WEG SA	BRL
EMBRAER SA-SPON ADR	USD
EMBRAER SA	BRL
IOCHPE-MAXION S.A.	BRL
RANDON PARTICIPACOES SA-PREF	BRL
MARCOPOLO SA-PREF	BRL
VALID SOLUCOES SA	BRL
EQUATORIAL ENERGIA SA - ORD	BRL
CIA SANEAMENTO BASICO DE SP	BRL
CENTRAIS ELETRICAS BRAS-PR B	BRL
ENGIE BRASIL ENERGIA SA	BRL
CIA ENERGETICA MINAS GER-PRF	BRL
CENTRAIS ELETRICAS BRASILIER	BRL
TRANSMISSORA ALIANCA DE-UNIT	BRL
CIA DE SANEAMENTO DO PA-UNIT	BRL
EDP - ENERGIAS DO BRASIL SA	BRL
CIA SANEAMENTO MINAS GERAIS	BRL
CIA DE TRANSMISSAO DE ENE-PF	BRL
CIA ENERGETICA DE SP-PREF B	BRL
CIA ENERGETICA DE MINAS GER	BRL
AES TIETE ENERGIA SA-UNIT	BRL
ELETROPAULO METROPOLITANA SP	BRL
LIGHT SA	BRL
CIA DE GAS DE SAO PAULO-PR A	BRL
CIA PARANAENSE DE ENERGI-PFB	BRL
ALUPAR INVESTIMENTO SA-UNIT	BRL
CIA PARANAENSE DE ENERGIA	BRL
CIA ENERGETICA DO CEARA-PR A	BRL
CIA ENERGETICA DE MIN GE-RCT	BRL
	
CIELO SA	BRL
TOTVS SA	BRL
LINX SA	BRL
QUALICORP SA	BRL
FLEURY SA	BRL
ODONTOPREV S.A.	BRL
INSTITUTO HERMES PARDINI SA	BRL
CENTRO DE IMAGEM DIAGNOSTICO	BRL
HYPERA SA	BRL
TELEFONICA BRASIL S.A.-PREF	BRL
TIM PARTICIPACOES SA	BRL
TIM PARTICIPACOES SA-ADR	USD
BR MALLS PARTICIPACOES SA	BRL
MULTIPLAN EMPREENDIMENTOS	BRL
IGUATEMI EMP DE SHOPPING	BRL
ALIANSCE SHOPPING CENTERS SA	BRL
BR PROPERTIES SA	BRL
SONAE SIERRA BRASIL SA	BRL
INTESA SANPAOLO	EUR
UNICREDIT SPA	EUR
MEDIOBANCA SPA	EUR
BANCO BPM SPA	EUR
FINECOBANK SPA	EUR
UBI BANCA SPA	EUR
INTESA SANPAOLO-RSP	EUR
BPER BANCA	EUR
BANCA POPOLARE DI SONDRIO	EUR
CREDITO EMILIANO SPA	EUR
CREDITO VALTELLINESE SPA	EUR
BANCA CARIGE SPA	EUR
ASSICURAZIONI GENERALI	EUR
POSTE ITALIANE SPA	EUR
UNIPOL GRUPPO SPA	EUR
UNIPOLSAI ASSICURAZIONI SPA	EUR
CATTOLICA ASSICURAZIONI SC	EUR
CERVED GROUP SPA	EUR
BANCA MEDIOLANUM SPA	EUR
AZIMUT HOLDING SPA	EUR
BANCA GENERALI SPA	EUR
ANIMA HOLDING SPA	EUR
BANCA IFIS SPA	EUR
ENEL SPA	EUR
TERNA SPA	EUR
ITALGAS SPA	EUR
A2A SPA	EUR
HERA SPA	EUR
IREN SPA	EUR
ACEA SPA	EUR
ERG SPA	EUR
ENI SPA	EUR
SNAM SPA	EUR
SAIPEM SPA	EUR
SARAS SPA	EUR
LUXOTTICA GROUP SPA	EUR
MONCLER SPA	EUR
PRADA S.P.A.	HKD
DE'LONGHI SPA	EUR
SALVATORE FERRAGAMO SPA	EUR
TOD'S SPA	EUR
BRUNELLO CUCINELLI SPA	EUR
OVS SPA	EUR
TECHNOGYM SPA	EUR
GEOX SPA	EUR
SAFILO GROUP SPA	EUR
FERRARI NV	USD
PIRELLI & C SPA	EUR
BREMBO SPA	EUR
PIAGGIO & C. S.P.A.	EUR
MEDIASET SPA	EUR
RAI WAY SPA	EUR
JUVENTUS FOOTBALL CLUB SPA	EUR
CAIRO COMMUNICATIONS SPA	EUR
ARNOLDO MONDADORI EDITORE	EUR
RCS MEDIAGROUP SPA	EUR
GEDI GRUPPO EDITORIALE SPA	EUR
YOOX NET-A-PORTER GROUP	EUR
AUTOGRILL SPA	EUR
ATLANTIA SPA	EUR
ENAV SPA	EUR
SIAS SPA	EUR
ASTM SPA	EUR
PRYSMIAN SPA	EUR
LEONARDO SPA	EUR
INTERPUMP GROUP SPA	EUR
INDUSTRIA MACCHINE AUTOMATIC	EUR
FINCANTIERI SPA	EUR
SALINI IMPREGILO SPA	EUR
MAIRE TECNIMONT SPA	EUR
DANIELI & CO	EUR
ITALMOBILIARE SPA	EUR
CIR SPA	EUR
DANIELI & CO-RSP	EUR
ASTALDI SPA	EUR
COFIDE SPA	EUR
TELECOM ITALIA SPA	EUR
TELECOM ITALIA-RSP	EUR
INFRASTRUTTURE WIRELESS ITAL	EUR
EI TOWERS SPA	EUR
RECORDATI SPA	EUR
DIASORIN SPA	EUR
AMPLIFON SPA	EUR
DAVIDE CAMPARI-MILANO SPA	EUR
PARMALAT SPA	EUR
MARR SPA	EUR
BUZZI UNICEM SPA	EUR
BUZZI UNICEM SPA-RSP	EUR
ZIGNAGO VETRO SPA	EUR
CEMENTIR HOLDING SPA	EUR
REPLY SPA	EUR
