Name	Currency
ASUNARO AOKI CONSTRUCTION	JPY
NIPPON SHEET GLASS CO LTD	JPY
DAIHO CORP	JPY
KITZ CORP	JPY
ASAHI DIAMOND INDUSTRIAL CO	JPY
TEIKOKU ELECTRIC MFG CO LTD	JPY
TOSHIBA PLANT SYSTEMS & SERV	JPY
KATAKURA INDUSTRIES CO LTD	JPY
SINTOKOGIO LTD	JPY
OKABE CO LTD	JPY
HISAKA WORKS LTD	JPY
TOCALO CO LTD	JPY
KAMEI CORP	JPY
SANYO DENKI CO LTD	JPY
AIDA ENGINEERING LTD	JPY
YUSHIN PRECISION EQUIPMENT	JPY
SANKYO TATEYAMA INC	JPY
DAI-DAN CO LTD	JPY
NIPPON THOMPSON CO LTD	JPY
FURUKAWA CO LTD	JPY
GIKEN LTD	JPY
NITTO KOGYO CORP	JPY
NITTO KOHKI CO LTD	JPY
WAKITA & CO LTD	JPY
OILES CORP	JPY
ISEKI & CO LTD	JPY
TOENEC CORP	JPY
HIBIYA ENGINEERING LTD	JPY
SINFONIA TECHNOLOGY CO LTD	JPY
RAITO KOGYO CO LTD	JPY
TSUBAKI NAKASHIMA CO LTD	JPY
IDEC CORP	JPY
NISSIN ELECTRIC CO LTD	JPY
SODICK CO LTD	JPY
TSURUMI MANUFACTURING CO LTD	JPY
TOLI CORP	JPY
HOSOKAWA MICRON CORP	JPY
BANDO CHEMICAL INDUSTRIES	JPY
NISHIO RENT ALL CO LTD	JPY
MITSUBOSHI BELTING LTD	JPY
NIPPON CARBON CO LTD	JPY
TEKKEN CORP	JPY
MEISEI INDUSTRIAL CO LTD	JPY
DENYO CO LTD	JPY
TAIHEI DENGYO KAISHA LTD	JPY
TAKAMATSU CONSTRUCTION GROUP	JPY
FUKUSHIMA INDUSTRIES CORP	JPY
SHINWA CO LTD	JPY
TOYO CONSTRUCTION CO LTD	JPY
METAWATER CO LTD	JPY
YAMABIKO CORP	JPY
MAEDA KOSEN CO LTD	JPY
ADVAN CO LTD	JPY
JUKI CORP	JPY
TOYO TANSO CO LTD	JPY
TAKAOKA TOKO CO LTD	JPY
BUNKA SHUTTER CO LTD	JPY
KITAGAWA IRON WORKS CO LTD	JPY
ONOKEN CO LTD	JPY
COSEL CO LTD	JPY
ANEST IWATA CORP	JPY
UNION TOOL CO	JPY
TATSUTA ELEC WIRE & CABLE	JPY
SUMITOMO DENSETSU CO LTD	JPY
FUKUDA CORP	JPY
SEIKA CORP	JPY
TOKYO ENERGY & SYSTEMS INC	JPY
MIE KOTSU GROUP HOLDINGS INC	JPY
NAMURA SHIPBUILDING CO LTD	JPY
KATO WORKS CO LTD	JPY
TSUKISHIMA KIKAI CO LTD	JPY
TOA CORP	JPY
NIPPON ROAD CO LTD	JPY
TEIKOKU SEN-I CO LTD	JPY
CHIYODA INTEGRE CO LTD	JPY
NISSEI ASB MACHINE CO LTD	JPY
YURTEC CORP	JPY
MITSUBISHI LOGISNEXT CO LTD	JPY
YAHAGI CONSTRUCTION CO LTD	JPY
DAIWA INDUSTRIES LTD	JPY
NDS CO LTD	JPY
KAWADA TECHNOLOGIES INC	JPY
TOYO ENGINEERING CORP	JPY
DAIICHI JITSUGYO CO LTD	JPY
SHINNIHON CORP	JPY
MITSUBISHI KAKOKI KAISHA LTD	JPY
MAEZAWA KYUSO INDUSTRIES CO	JPY
SWCC SHOWA HOLDINGS CO LTD	JPY
TORISHIMA PUMP MFG CO LTD	JPY
AICHI CORP	JPY
KITANO CONSTRUCTION CORP	JPY
GECOSS CORP	JPY
SHOWA AIRCRAFT INDUSTRY	JPY
SINKO INDUSTRIES LTD	JPY
ZUIKO CORP	JPY
NIHON TRIM CO LTD	JPY
NIPPON SHARYO LTD	JPY
SUMITOMO PRECISION PRODUCTS	JPY
JAMCO CORP	JPY
CHUGAI RO CO LTD	JPY
EAST JAPAN RAILWAY CO	JPY
CENTRAL JAPAN RAILWAY CO	JPY
WEST JAPAN RAILWAY CO	JPY
HANKYU HANSHIN HOLDINGS INC	JPY
TOKYU CORP	JPY
YAMATO HOLDINGS CO LTD	JPY
KINTETSU GROUP HOLDINGS CO L	JPY
ODAKYU ELECTRIC RAILWAY CO	JPY
TOBU RAILWAY CO LTD	JPY
KYUSHU RAILWAY COMPANY	JPY
KEIO CORP	JPY
NIPPON EXPRESS CO LTD	JPY
ANA HOLDINGS INC	JPY
KEIKYU CORP	JPY
JAPAN AIRLINES CO LTD	JPY
KEISEI ELECTRIC RAILWAY CO	JPY
NAGOYA RAILROAD CO LTD	JPY
NIPPON YUSEN KK	JPY
MITSUI OSK LINES LTD	JPY
KAMIGUMI CO LTD	JPY
NANKAI ELECTRIC RAILWAY CO	JPY
SEINO HOLDINGS CO LTD	JPY
KAWASAKI KISEN KAISHA LTD	JPY
SOTETSU HOLDINGS INC	JPY
SANKYU INC	JPY
NISHI-NIPPON RAILROAD CO LTD	JPY
MITSUBISHI LOGISTICS CORP	JPY
JAPAN AIRPORT TERMINAL CO	JPY
NIKKON HOLDINGS CO LTD	JPY
HITACHI TRANSPORT SYSTEM LTD	JPY
FUKUYAMA TRANSPORTING CO LTD	JPY
IINO KAIUN KAISHA LTD	JPY
MITSUI-SOKO HOLDINGS CO LTD	JPY
SENKO GROUP HOLDINGS CO LTD	JPY
SUMITOMO WAREHOUSE CO LTD	JPY
HAMAKYOREX CO LTD	JPY
KINTETSU WORLD EXPRESS INC	JPY
SAKAI MOVING SERVICE CO LTD	JPY
MARUZEN SHOWA UNYU CO LTD	JPY
	
NS UNITED KAIUN KAISHA LTD	JPY
NISSIN CORP	JPY
KONOIKE TRANSPORT CO LTD	JPY
KANAGAWA CHUO KOTSU CO LTD	JPY
TRANCOM CO LTD	JPY
TONAMI HOLDINGS CO LTD	JPY
SHIBUSAWA WAREHOUSE CO LTD	JPY
JAPAN TRANSCITY CORP	JPY
RECRUIT HOLDINGS CO LTD	JPY
SECOM CO LTD	JPY
DAI NIPPON PRINTING CO LTD	JPY
TOPPAN PRINTING CO LTD	JPY
PERSOL HOLDINGS CO LTD	JPY
SOHGO SECURITY SERVICES CO	JPY
NIHON M&A CENTER INC	JPY
PARK24 CO LTD	JPY
OUTSOURCING INC	JPY
KOKUYO CO LTD	JPY
TECHNOPRO HOLDINGS INC	JPY
PILOT CORP	JPY
DUSKIN CO LTD	JPY
MEITEC CORP	JPY
OKAMURA CORP	JPY
NOMURA CO LTD	JPY
MITSUBISHI PENCIL CO LTD	JPY
DAISEKI CO LTD	JPY
PRESTIGE INTERNATIONAL INC	JPY
BENEFIT ONE INC	JPY
FUNAI SOKEN HOLDINGS INC	JPY
WEATHERNEWS INC	JPY
KYODO PRINTING CO LTD	JPY
SATO HOLDINGS CORP	JPY
RELIA INC	JPY
AEON DELIGHT CO LTD	JPY
MATSUDA SANGYO CO LTD	JPY
PASONA GROUP INC	JPY
UCHIDA YOKO CO LTD	JPY
LINK AND MOTIVATION INC	JPY
HITO COMMUNICATIONS INC	JPY
JAC RECRUITMENT CO LTD	JPY
INABA SEISAKUSHO CO LTD	JPY
TOPPAN FORMS CO LTD	JPY
NIPPON PARKING DEVELOPMENT C	JPY
TANSEISHA CO LTD	JPY
BELLSYSTEM24 HOLDINGS INC	JPY
OYO CORP	JPY
ITOKI CORP	JPY
NIPPON KANZAI CO LTD	JPY
PRONEXUS INC	JPY
FULLCAST HOLDINGS CO LTD	JPY
TOSHO PRINTING CO LTD	JPY
TOYOTA MOTOR CORP	JPY
HONDA MOTOR CO LTD	JPY
DENSO CORP	JPY
BRIDGESTONE CORP	JPY
SUZUKI MOTOR CORP	JPY
SUBARU CORP	JPY
NISSAN MOTOR CO LTD	JPY
SUMITOMO ELECTRIC INDUSTRIES	JPY
TOYOTA INDUSTRIES CORP	JPY
AISIN SEIKI CO LTD	JPY
YAMAHA MOTOR CO LTD	JPY
ISUZU MOTORS LTD	JPY
KOITO MANUFACTURING CO LTD	JPY
MAZDA MOTOR CORP	JPY
STANLEY ELECTRIC CO LTD	JPY
NGK SPARK PLUG CO LTD	JPY
SUMITOMO RUBBER INDUSTRIES	JPY
NOK CORP	JPY
NIFCO INC	JPY
YOKOHAMA RUBBER CO LTD	JPY
TOYO TIRE & RUBBER CO LTD	JPY
TS TECH CO LTD	JPY
TOYODA GOSEI CO LTD	JPY
NHK SPRING CO LTD	JPY
TOYOTA BOSHOKU CORP	JPY
KYB CORP	JPY
KEIHIN CORP	JPY
PIOLAX INC	JPY
TOPRE CORP	JPY
NISSAN SHATAI CO LTD	JPY
UNIPRES CORP	JPY
NIPPON SEIKI CO LTD	JPY
FCC CO LTD	JPY
NISSIN KOGYO CO LTD	JPY
SHOWA CORP	JPY
TOKAI RIKA CO LTD	JPY
DAIKYONISHIKAWA CORP	JPY
TPR CO LTD	JPY
EAGLE INDUSTRY CO LTD	JPY
EXEDY CORP	JPY
RIKEN CORP	JPY
KASAI KOGYO CO LTD	JPY
FUTABA INDUSTRIAL CO LTD	JPY
G-TEKT CORP	JPY
ICHIKOH INDUSTRIES LTD	JPY
MUSASHI SEIMITSU INDUSTRY CO	JPY
MITSUBA CORP	JPY
PACIFIC INDUSTRIAL CO LTD	JPY
PRESS KOGYO CO LTD	JPY
TACHI-S CO LTD	JPY
AISAN INDUSTRY CO LTD	JPY
T RAD CO LTD	JPY
U-SHIN LTD	JPY
SANDEN HOLDINGS CORP	JPY
TAIHO KOGYO CO	JPY
YOROZU CORP	JPY
SUMITOMO RIKO COMPANY LTD	JPY
CHUO SPRING CO LTD	JPY
SANOH INDUSTRIAL CO LTD	JPY
DAIDO METAL CO LTD	JPY
AKEBONO BRAKE INDUSTRY CO	JPY
SONY CORP	JPY
PANASONIC CORP	JPY
SHIMANO INC	JPY
SEKISUI HOUSE LTD	JPY
SEKISUI CHEMICAL CO LTD	JPY
NIKON CORP	JPY
BANDAI NAMCO HOLDINGS INC	JPY
YAMAHA CORP	JPY
SHARP CORP	JPY
HASEKO CORP	JPY
RINNAI CORP	JPY
CASIO COMPUTER CO LTD	JPY
ASICS CORP	JPY
SEGA SAMMY HOLDINGS INC	JPY
IIDA GROUP HOLDINGS CO LTD	JPY
SUMITOMO FORESTRY CO LTD	JPY
WACOAL HOLDINGS CORP	JPY
SANKYO CO LTD	JPY
FUJITSU GENERAL LTD	JPY
GUNZE LTD	JPY
DESCENTE LTD	JPY
TOMY COMPANY LTD	JPY
ONWARD HOLDINGS CO LTD	JPY
SEIREN CO LTD	JPY
SANGETSU CORP	JPY
ALPINE ELECTRONICS INC	JPY
STARTS CORP INC	JPY
HEIWA CORP	JPY
TOKEN CORP	JPY
SEIKO HOLDINGS CORP	JPY
YONDOSHI HOLDINGS INC	JPY
GOLDWIN INC	JPY
FRANCE BED HOLDINGS CO LTD	JPY
TAMRON CO LTD	JPY
NISSEI BUILD KOGYO CO LTD	JPY
TSI HOLDINGS CO LTD	JPY
PIONEER CORP	JPY
KURABO INDUSTRIES LTD	JPY
CHOFU SEISAKUSHO CO LTD	JPY
LEC INC	JPY
MIZUNO CORP	JPY
TAKIHYO CO LTD	JPY
FOSTER ELECTRIC CO LTD	JPY
MITSUI HOME CO LTD	JPY
YAMADA SXL HOME CO LTD	JPY
CORONA CORP	JPY
ZOJIRUSHI CORP	JPY
JAPAN WOOL TEXTILE CO LTD	JPY
UNITIKA LTD	JPY
PRESSANCE CORP	JPY
ATSUGI CO LTD	JPY
FUJIBO HOLDINGS INC	JPY
CLARION CO LTD	JPY
MARS ENGINEERING CORP	JPY
TOA CORP	JPY
KOMATSU SEIREN CO LTD	JPY
YONEX CO LTD	JPY
SANYO SHOKAI LTD	JPY
RHYTHM WATCH CO LTD	JPY
FUNAI ELECTRIC CO LTD	JPY
FAST RETAILING CO LTD	JPY
NITORI HOLDINGS CO LTD	JPY
RAKUTEN INC	JPY
RYOHIN KEIKAKU CO LTD	JPY
DON QUIJOTE HOLDINGS CO LTD	JPY
START TODAY CO LTD	JPY
J FRONT RETAILING CO LTD	JPY
ISETAN MITSUKOSHI HOLDINGS L	JPY
USS CO LTD	JPY
YAMADA DENKI CO LTD	JPY
MARUI GROUP CO LTD	JPY
TAKASHIMAYA CO LTD	JPY
HIKARI TSUSHIN INC	JPY
SHIMAMURA CO LTD	JPY
BIC CAMERA INC	JPY
IZUMI CO LTD	JPY
H2O RETAILING CORP	JPY
AOYAMA TRADING CO LTD	JPY
K'S HOLDINGS CORP	JPY
CANON MARKETING JAPAN INC	JPY
PALTAC CORPORATION	JPY
ABC-MART INC	JPY
SANRIO CO LTD	JPY
AUTOBACS SEVEN CO LTD	JPY
SHIMACHU CO LTD	JPY
JOYFUL HONDA CO LTD	JPY
UNITED ARROWS LTD	JPY
EDION CORP	JPY
DCM HOLDINGS CO LTD	JPY
IDOM INC	JPY
MATSUYA CO LTD	JPY
GEO HOLDINGS CORP	JPY
KOMERI CO LTD	JPY
ASAHI CO LTD	JPY
NOJIMA CORP	JPY
JINS INC	JPY
KOHNAN SHOJI CO LTD	JPY
CHIYODA CO LTD	JPY
ARCLAND SAKAMOTO CO LTD	JPY
BELLUNA CO LTD	JPY
JOSHIN DENKI CO LTD	JPY
AOKI HOLDINGS INC	JPY
ASKUL CORP	JPY
ADASTRIA CO LTD	JPY
SANKYO SEIKO CO LTD	JPY
PARCO CO LTD	JPY
NISHIMATSUYA CHAIN CO LTD	JPY
VT HOLDINGS CO LTD	JPY
ARATA CORP	JPY
T-GAIA CORP	JPY
DOSHISHA CO LTD	JPY
SENSHUKAI CO LTD	JPY
YELLOW HAT LTD	JPY
SHIMOJIMA CO LTD	JPY
FUJI CO LTD	JPY
KEIYO CO LTD	JPY
HONEYS HOLDINGS CO LTD	JPY
ALPEN CO LTD	JPY
HAPPINET CORP	JPY
PAL GROUP HOLDINGS CO LTD	JPY
XEBIO HOLDINGS CO LTD	JPY
PC DEPOT CORP	JPY
RIGHT ON CO LTD	JPY
SAC'S BAR HOLDINGS INC	JPY
ORIENTAL LAND CO LTD	JPY
SKYLARK CO LTD	JPY
BENESSE HOLDINGS INC	JPY
ZENSHO HOLDINGS CO LTD	JPY
RESORTTRUST INC	JPY
COLOWIDE CO LTD	JPY
TOKYO DOME CORP	JPY
H I S CO LTD	JPY
FUJI KYUKO CO LTD	JPY
YOSHINOYA HOLDINGS CO LTD	JPY
BRONCO BILLY CO LTD	JPY
KYORITSU MAINTENANCE CO LTD	JPY
ROUND ONE CORP	JPY
HIDAY HIDAKA CORP	JPY
ATOM CORP	JPY
SAIZERIYA CO LTD	JPY
MOS FOOD SERVICES INC	JPY
SUSHIRO GLOBAL HOLDINGS LTD	JPY
ICHIBANYA CO LTD	JPY
ROYAL HOLDINGS CO LTD	JPY
PLENUS CO LTD	JPY
TORIDOLL HOLDINGS CORP	JPY
TOSHO CO LTD	JPY
PIA CORP	JPY
KISOJI CO LTD	JPY
RINGER HUT CO LTD	JPY
DOUTOR NICHIRES HOLDINGS CO	JPY
JP-HOLDINGS INC	JPY
KOMEDA HOLDINGS CO LTD	JPY
MEIKO NETWORK JAPAN CO LTD	JPY
KURA CORP	JPY
DYNAM JAPAN HOLDINGS CO LTD	HKD
OHSHO FOOD SERVICE CORP	JPY
CREATE RESTAURANTS HOLDINGS	JPY
AEON FANTASY CO LTD	JPY
TOKYOTOKEIBA CO LTD	JPY
STUDIO ALICE CO LTD	JPY
CHIMNEY CO LTD	JPY
DAISYO CORP	JPY
KOURAKUEN HOLDINGS CORP	JPY
ARCLAND SERVICE HOLDINGS CO	JPY
MATSUYA FOODS CO LTD	JPY
WATAMI CO LTD	JPY
SAINT MARC HOLDINGS CO LTD	JPY
SAGAMI CHAIN CO LTD	JPY
KNT-CT HOLDINGS CO LTD	JPY
KOSHIDAKA HOLDINGS CO LTD	JPY
YOMIURI LAND CO LTD	JPY
FUJITA KANKO INC	JPY
KAPPA CREATE CO LTD	JPY
CENTRAL SPORTS CO LTD	JPY
DENTSU INC	JPY
TOHO CO LTD	JPY
CYBERAGENT INC	JPY
HAKUHODO DY HOLDINGS INC	JPY
DAIICHIKOSHO CO LTD	JPY
SHOCHIKU CO LTD	JPY
NIPPON TELEVISION HOLDINGS	JPY
TOKYO BROADCASTING SYSTEM	JPY
AVEX INC	JPY
ASATSU-DK INC	JPY
FUJI MEDIA HOLDINGS INC	JPY
KADOKAWA DWANGO CORP	JPY
MACROMILL INC	JPY
ZENRIN CO LTD	JPY
TOEI CO LTD	JPY
D.A.CONSORTIUM HOLDINGS INC	JPY
INTAGE HOLDINGS INC	JPY
LIFULL CO LTD	JPY
AMUSE INC	JPY
VECTOR INC	JPY
TV TOKYO HOLDINGS CORP	JPY
TV ASAHI HOLDINGS CORP	JPY
WOWOW INC	JPY
KEYENCE CORP	JPY
CANON INC	JPY
HITACHI LTD	JPY
MURATA MANUFACTURING CO LTD	JPY
KYOCERA CORP	JPY
FUJIFILM HOLDINGS CORP	JPY
OMRON CORP	JPY
YASKAWA ELECTRIC CORP	JPY
TDK CORP	JPY
NEC CORP	JPY
SEIKO EPSON CORP	JPY
RICOH CO LTD	JPY
SHIMADZU CORP	JPY
BROTHER INDUSTRIES LTD	JPY
ALPS ELECTRIC CO LTD	JPY
HIROSE ELECTRIC CO LTD	JPY
YOKOGAWA ELECTRIC CORP	JPY
HAMAMATSU PHOTONICS KK	JPY
KONICA MINOLTA INC	JPY
NIPPON ELECTRIC GLASS CO LTD	JPY
HITACHI HIGH-TECHNOLOGIES CO	JPY
AZBIL CORP	JPY
HORIBA LTD	JPY
TOPCON CORP	JPY
CITIZEN WATCH CO LTD	JPY
AMANO CORP	JPY
TAIYO YUDEN CO LTD	JPY
HITACHI KOKUSAI ELECTRIC INC	JPY
ANRITSU CORP	JPY
IBIDEN CO LTD	JPY
NISSHA CO LTD	JPY
EIZO CORP	JPY
JAPAN AVIATION ELECTRONICS	JPY
OKI ELECTRIC INDUSTRY CO LTD	JPY
IRISO ELECTRONICS CO LTD	JPY
DAIWABO HOLDINGS CO LTD	JPY
RYOSAN CO LTD	JPY
MAXELL HOLDINGS LTD	JPY
HOSIDEN CORP	JPY
V TECHNOLOGY CO LTD	JPY
RYODEN CORP	JPY
AI HOLDINGS CORP	JPY
DEXERIALS CORP	JPY
ESPEC CORP	JPY
NIPPON SIGNAL COMPANY LTD	JPY
ROLAND DG CORP	JPY
SHINKO SHOJI CO LTD	JPY
NORITSU KOKI CO LTD	JPY
ICOM INC	JPY
TOSHIBA TEC CORP	JPY
JAPAN DISPLAY INC	JPY
NICHICON CORP	JPY
WACOM CO LTD	JPY
SIIX CORP	JPY
OPTEX GROUP CO LTD	JPY
NIHON DEMPA KOGYO CO LTD	JPY
SANSHIN ELECTRONICS CO LTD	JPY
NIPPON CERAMIC CO LTD	JPY
DAI-ICHI SEIKO CO LTD	JPY
ENPLAS CORP	JPY
KOA CORP	JPY
MACNICA FUJI ELECTRONICS HOL	JPY
TAMURA CORP	JPY
NIPPON CHEMI-CON CORP	JPY
SUMIDA CORP	JPY
HOCHIKI CORP	JPY
TOKYO ELECTRON DEVICE LTD	JPY
FUJITSU FRONTECH LTD	JPY
ELECOM CO LTD	JPY
MARUWA CO LTD	JPY
KYOSAN ELECTRIC MFG CO LTD	JPY
HIOKI E E CORP	JPY
HAKUTO CO LTD	JPY
OSAKI ELECTRIC CO LTD	JPY
CANON ELECTRONICS INC	JPY
KAGA ELECTRONICS CO LTD	JPY
NOHMI BOSAI LTD	JPY
CMK CORP	JPY
RISO KAGAKU CORP	JPY
UKC HOLDINGS CORP	JPY
RYOYO ELECTRO CORP	JPY
ELEMATEC CORP	JPY
MCJ CO LTD	JPY
TOYO CORP	JPY
CONEXIO CORP	JPY
SMK CORP	JPY
MELCO HOLDINGS INC	JPY
AIPHONE CO LTD	JPY
RIKEN KEIKI CO LTD	JPY
DENKI KOGYO CO LTD	JPY
FURUNO ELECTRIC CO LTD	JPY
JAPAN CASH MACHINE CO LTD	JPY
TABUCHI ELECTRIC CO LTD	JPY
NINTENDO CO LTD	JPY
FUJITSU LTD	JPY
NTT DATA CORP	JPY
TREND MICRO INC	JPY
YAHOO JAPAN CORP	JPY
NEXON CO LTD	JPY
KONAMI HOLDINGS CORP	JPY
OBIC CO LTD	JPY
NOMURA RESEARCH INSTITUTE LT	JPY
OTSUKA CORP	JPY
SQUARE ENIX HOLDINGS CO LTD	JPY
TIS INC	JPY
ORACLE CORP JAPAN	JPY
DENA CO LTD	JPY
KAKAKU.COM INC	JPY
ITOCHU TECHNO-SOLUTIONS CORP	JPY
SCSK CORP	JPY
LINE CORP	JPY
GUNGHO ONLINE ENTERTAINMENT	JPY
CAPCOM CO LTD	JPY
NET ONE SYSTEMS CO LTD	JPY
GMO PAYMENT GATEWAY INC	JPY
GMO INTERNET INC	JPY
NIHON UNISYS LTD	JPY
SMS CO LTD	JPY
DIP CORP	JPY
INTERNET INITIATIVE JAPAN	JPY
KOEI TECMO HOLDINGS CO LTD	JPY
JUSTSYSTEMS CORP	JPY
INFOMART CORP	JPY
NSD CO LTD	JPY
DIGITAL GARAGE INC	JPY
NS SOLUTIONS CORP	JPY
GREE INC	JPY
TRANSCOSMOS INC	JPY
SRA HOLDINGS INC	JPY
ALPHA SYSTEMS INC	JPY
COOKPAD INC	JPY
KLAB INC	JPY
DTS CORP	JPY
FUJI SOFT INC	JPY
NEC NETWORKS & SYSTEM INTEGR	JPY
COLOPL INC	JPY
ATEAM INC	JPY
SYSTENA CORP	JPY
ZUKEN INC	JPY
TKC CORP	JPY
F@N COMMUNICATIONS INC	JPY
MIROKU JYOHO SERVICE CO LTD	JPY
FUKUI COMPUTER HOLDINGS INC	JPY
DIGITAL ARTS INC	JPY
INES CORP	JPY
GURUNAVI INC	JPY
KANEMATSU ELECTRONICS LTD	JPY
MARVELOUS INC	JPY
ISTYLE INC	JPY
BROADLEAF CO LTD	JPY
CAC HOLDINGS CORP	JPY
INFO SERVICES INTL DENTSU	JPY
WELLNET CORP	JPY
FUTURE CORP	JPY
CYBOZU INC	JPY
TOKYO ELECTRON LTD	JPY
ROHM CO LTD	JPY
DISCO CORP	JPY
SUMCO CORP	JPY
RENESAS ELECTRONICS CORP	JPY
SCREEN HOLDINGS CO LTD	JPY
ADVANTEST CORP	JPY
ULVAC INC	JPY
TOKYO SEIMITSU CO LTD	JPY
SANKEN ELECTRIC CO LTD	JPY
LASERTEC CORP	JPY
MEGACHIPS CORP	JPY
MITSUI HIGH-TEC INC	JPY
JAPAN MATERIAL CO LTD	JPY
SHINKO ELECTRIC INDUSTRIES	JPY
SHINDENGEN ELECTRIC MFG	JPY
MIMASU SEMICONDUCTOR INDUST	JPY
MICRONICS JAPAN CO LTD	JPY
AOI ELECTRONICS CO LTD	JPY
MITSUBISHI UFJ FINANCIAL GRO	JPY
SUMITOMO MITSUI FINANCIAL GR	JPY
CONCORDIA FINANCIAL GROUP LT	JPY
CHIBA BANK LTD/THE	JPY
SHIZUOKA BANK LTD/THE	JPY
JAPAN POST BANK CO LTD	JPY
AOZORA BANK LTD	JPY
MEBUKI FINANCIAL GROUP INC	JPY
FUKUOKA FINANCIAL GROUP INC	JPY
BANK OF KYOTO LTD/THE	JPY
SURUGA BANK LTD	JPY
HIROSHIMA BANK LTD/THE	JPY
GUNMA BANK LTD/THE	JPY
YAMAGUCHI FINANCIAL GROUP IN	JPY
SEVEN BANK LTD	JPY
HACHIJUNI BANK LTD/THE	JPY
IYO BANK LTD/THE	JPY
KYUSHU FINANCIAL GROUP INC	JPY
CHUGOKU BANK LTD/THE	JPY
77 BANK LTD/THE	JPY
NISHI-NIPPON FINANCIAL HOLDI	JPY
DAISHI BANK LTD/THE	JPY
SHIGA BANK LTD/THE	JPY
SAN-IN GODO BANK LTD/THE	JPY
AWA BANK LTD/THE	JPY
HOKKOKU BANK LTD/THE	JPY
KIYO BANK LTD/THE	JPY
NORTH PACIFIC BANK LTD	JPY
JUROKU BANK LTD/THE	JPY
MUSASHINO BANK LTD/THE	JPY
TOMONY HOLDINGS INC	JPY
TOKYO KIRABOSHI FINANCIAL GR	JPY
KEIYO BANK LTD/THE	JPY
OGAKI KYORITSU BANK LTD/THE	JPY
BANK OF OKINAWA LTD/THE	JPY
SHIKOKU BANK LTD/THE	JPY
HYAKUGO BANK LTD/THE	JPY
SENSHU IKEDA HOLDINGS INC	JPY
MIYAZAKI BANK LTD/THE	JPY
OITA BANK LTD/THE	JPY
NANTO BANK LTD/THE	JPY
TOHO BANK LTD/THE	JPY
HOKUETSU BANK LTD/THE	JPY
TOCHIGI BANK LTD/THE	JPY
YAMANASHI CHUO BANK LTD/THE	JPY
YAMAGATA BANK LTD/THE	JPY
BANK OF IWATE LTD/THE	JPY
AOMORI BANK LTD/THE	JPY
EIGHTEENTH BANK LTD/THE	JPY
AICHI BANK LTD/THE	JPY
MIE BANK LTD/THE	JPY
AKITA BANK LTD/THE	JPY
FIDEA HOLDINGS CO LTD	JPY
BANK OF SAGA LTD/THE	JPY
JIMOTO HOLDINGS INC	JPY
SHIMIZU BANK LTD/THE	JPY
TOKIO MARINE HOLDINGS INC	JPY
DAI-ICHI LIFE HOLDINGS INC	JPY
MS&AD INSURANCE GROUP HOLDIN	JPY
JAPAN POST HOLDINGS CO LTD	JPY
SOMPO HOLDINGS INC	JPY
T&D HOLDINGS INC	JPY
SONY FINANCIAL HOLDINGS INC	JPY
JAPAN POST INSURANCE CO LTD	JPY
ANICOM HOLDINGS INC	JPY
ORIX CORP	JPY
NOMURA HOLDINGS INC	JPY
DAIWA SECURITIES GROUP INC	JPY
JAPAN EXCHANGE GROUP INC	JPY
SBI HOLDINGS INC	JPY
CREDIT SAISON CO LTD	JPY
AEON FINANCIAL SERVICE CO LT	JPY
ZENKOKU HOSHO CO LTD	JPY
MITSUBISHI UFJ LEASE & FINAN	JPY
ACOM CO LTD	JPY
TOKYO CENTURY CORP	JPY
JAFCO CO LTD	JPY
HITACHI CAPITAL CORP	JPY
FUYO GENERAL LEASE CO LTD	JPY
TOKAI TOKYO FINANCIAL HOLDIN	JPY
FINANCIAL PRODUCTS GROUP CO	JPY
ORIENT CORP	JPY
MATSUI SECURITIES CO LTD	JPY
JACCS CO LTD	JPY
M&A CAPITAL PARTNERS CO LTD	JPY
IBJ LEASING CO LTD	JPY
J TRUST CO LTD	JPY
MONEX GROUP INC	JPY
GCA CORP	JPY
JAPAN SECURITIES FINANCE CO	JPY
ICHIYOSHI SECURITIES CO LTD	JPY
RICOH LEASING CO LTD	JPY
KABU.COM SECURITIES CO LTD	JPY
MARUSAN SECURITIES CO LTD	JPY
MITO SECURITIES CO LTD	JPY
KYOKUTO SECURITIES	JPY
NEC CAPITAL SOLUTIONS LTD	JPY
JAPAN TOBACCO INC	JPY
KIRIN HOLDINGS CO LTD	JPY
ASAHI GROUP HOLDINGS LTD	JPY
MEIJI HOLDINGS CO LTD	JPY
AJINOMOTO CO INC	JPY
YAKULT HONSHA CO LTD	JPY
KIKKOMAN CORP	JPY
SUNTORY BEVERAGE & FOOD LTD	JPY
NISSHIN SEIFUN GROUP INC	JPY
NH FOODS LTD	JPY
NISSIN FOODS HOLDINGS CO LTD	JPY
COCA-COLA BOTTLERS JAPAN HOL	JPY
TOYO SUISAN KAISHA LTD	JPY
KEWPIE CORP	JPY
KAGOME CO LTD	JPY
NICHIREI CORP	JPY
YAMAZAKI BAKING CO LTD	JPY
EZAKI GLICO CO LTD	JPY
CALBEE INC	JPY
HOUSE FOODS GROUP INC	JPY
ITO EN LTD	JPY
MORINAGA & CO LTD	JPY
TAKARA HOLDINGS INC	JPY
MORINAGA MILK INDUSTRY CO	JPY
SAPPORO HOLDINGS LTD	JPY
ARIAKE JAPAN CO LTD	JPY
FUJI OIL HOLDINGS INC	JPY
KOTOBUKI SPIRITS CO LTD	JPY
